category,vendor_product,matched_tokens,n_new_cves,covered_elsewhere_slug,risk_flags,sample_cves,sample_descriptions
hub,huawei:espace_unified_gateway_u1960,gateway,2,home-power|smartspeakers,broad-token|non-consumer-vendor,CVE-2015-7845|CVE-2015-8083,"The exception handling mechanism in the CLI Module in Huawei eSpace U1910, U1911, U1930, U1960, U1980, and U1981 unified gateways with software before|An unspecified module in Huawei eSpace U1910, U1911, U1930, U1960, U1980, and U1981 unified gateways with software before V200R003C00SPC300 does not p"
hub,huawei:espace_unified_gateway_u1980,gateway,2,home-power|smartspeakers,broad-token|non-consumer-vendor,CVE-2015-7845|CVE-2015-8083,"The exception handling mechanism in the CLI Module in Huawei eSpace U1910, U1911, U1930, U1960, U1980, and U1981 unified gateways with software before|An unspecified module in Huawei eSpace U1910, U1911, U1930, U1960, U1980, and U1981 unified gateways with software before V200R003C00SPC300 does not p"
hub,huawei:espace_unified_gateway_u1981,gateway,2,home-power|smartspeakers,broad-token|non-consumer-vendor,CVE-2015-7845|CVE-2015-8083,"The exception handling mechanism in the CLI Module in Huawei eSpace U1910, U1911, U1930, U1960, U1980, and U1981 unified gateways with software before|An unspecified module in Huawei eSpace U1910, U1911, U1930, U1960, U1980, and U1981 unified gateways with software before V200R003C00SPC300 does not p"
hub,gira:tks-ip-gateway_firmware,gateway,2,,broad-token,CVE-2020-10794|CVE-2020-10795,Gira TKS-IP-Gateway 4.0.7.7 is vulnerable to unauthenticated path traversal that allows an attacker to download the application database. This can be |Gira TKS-IP-Gateway 4.0.7.7 is vulnerable to authenticated remote code execution via the backup functionality of the web frontend. This can be combine
hub,gira:tks-ip-gateway,gateway,2,,broad-token,CVE-2020-10794|CVE-2020-10795,Gira TKS-IP-Gateway 4.0.7.7 is vulnerable to unauthenticated path traversal that allows an attacker to download the application database. This can be |Gira TKS-IP-Gateway 4.0.7.7 is vulnerable to authenticated remote code execution via the backup functionality of the web frontend. This can be combine
hub,dell:emc_integrated_system_for_microsoft_azure_stack_hub_firmware,hub,2,doorlock,non-consumer-vendor,CVE-2021-21505|CVE-2021-36302,"Dell EMC Integrated System for Microsoft Azure Stack Hub, versions 1906 – 2011, contain an undocumented default iDRAC account. A remote unauthenticate|All Dell EMC Integrated System for Microsoft Azure Stack Hub versions contain a privilege escalation vulnerability. A remote malicious user with stand"
hub,dell:emc_integrated_system_for_microsoft_azure_stack_hub,hub,2,doorlock,non-consumer-vendor,CVE-2021-21505|CVE-2021-36302,"Dell EMC Integrated System for Microsoft Azure Stack Hub, versions 1906 – 2011, contain an undocumented default iDRAC account. A remote unauthenticate|All Dell EMC Integrated System for Microsoft Azure Stack Hub versions contain a privilege escalation vulnerability. A remote malicious user with stand"
hub,checkpoint:quantum_security_gateway_firmware,gateway,2,,broad-token|non-consumer-vendor,CVE-2021-3449|CVE-2024-24919,An OpenSSL TLS server may crash if sent a maliciously crafted renegotiation ClientHello message from a client. If a TLSv1.2 renegotiation ClientHello |Potentially allowing an attacker to read certain information on Check Point Security Gateways once connected to the internet and enabled with remote A
hub,chinamobile:intelligent_home_gateway_firmware,gateway,2,,broad-token,CVE-2023-41012|CVE-2023-41011,An issue in China Mobile Communications China Mobile Intelligent Home Gateway v.HG6543C4 allows a remote attacker to execute arbitrary code via the au|Command Execution vulnerability in China Mobile Communications China Mobile Intelligent Home Gateway v.HG6543C4 allows a remote attacker to execute ar
hub,chinamobile:intelligent_home_gateway,gateway,2,,broad-token,CVE-2023-41012|CVE-2023-41011,An issue in China Mobile Communications China Mobile Intelligent Home Gateway v.HG6543C4 allows a remote attacker to execute arbitrary code via the au|Command Execution vulnerability in China Mobile Communications China Mobile Intelligent Home Gateway v.HG6543C4 allows a remote attacker to execute ar
hub,thorntech:sftp_gateway_firmware,gateway,2,,broad-token,CVE-2023-47174|CVE-2023-48795,"Thorn SFTP gateway 3.4.x before 3.4.4 uses Pivotal Spring Framework for Java deserialization of untrusted data, which is not supported by Pivotal, a r|The SSH transport protocol with certain OpenSSH extensions, found in OpenSSH before 9.6 and other products, allows remote attackers to bypass integrit"
hub,netentsec:application_security_gateway_firmware,gateway,2,,broad-token,CVE-2023-7161|CVE-2024-28521,A vulnerability classified as critical has been found in Netentsec NS-ASG Application Security Gateway 6.3.1. This affects an unknown part of the file|SQL Injection vulnerability in Netcome NS-ASG Application Security Gateway v.6.3.1 allows a local attacker to execute arbitrary code and obtain sensit
hub,cisco:ace_xml_gateway,gateway,2,,broad-token|non-consumer-vendor,CVE-2008-0960|CVE-2009-3457,"SNMPv3 HMAC verification in (1) Net-SNMP 5.2.x before 5.2.4.1, 5.3.x before 5.3.2.1, and 5.4.x before 5.4.1.1; (2) UCD-SNMP; (3) eCos; (4) Juniper Ses|Cisco ACE XML Gateway (AXG) and ACE Web Application Firewall (WAF) before 6.1 allow remote attackers to obtain sensitive information via an HTTP reque"
hub,3com:superstack_ii_ps_hub_40_firmware,hub,1,,,CVE-2001-1291,The telnet server for 3Com hardware such as PS40 SuperStack II does not delay or disconnect remote attackers who provide an incorrect username or pass
hub,3com:superstack_ii_ps_hub_40,hub,1,,,CVE-2001-1291,The telnet server for 3Com hardware such as PS40 SuperStack II does not delay or disconnect remote attackers who provide an incorrect username or pass
hub,hp:advancestack_10base-t_switching_hub_j3200a,hub,1,,non-consumer-vendor,CVE-2002-0250,"Web configuration utility in HP AdvanceStack hubs J3200A through J3210A with firmware version A.03.07 and earlier, allows unauthorized users to bypass"
hub,hp:advancestack_10base-t_switching_hub_j3201a,hub,1,,non-consumer-vendor,CVE-2002-0250,"Web configuration utility in HP AdvanceStack hubs J3200A through J3210A with firmware version A.03.07 and earlier, allows unauthorized users to bypass"
hub,hp:advancestack_10base-t_switching_hub_j3202a,hub,1,,non-consumer-vendor,CVE-2002-0250,"Web configuration utility in HP AdvanceStack hubs J3200A through J3210A with firmware version A.03.07 and earlier, allows unauthorized users to bypass"
hub,hp:advancestack_10base-t_switching_hub_j3203a,hub,1,,non-consumer-vendor,CVE-2002-0250,"Web configuration utility in HP AdvanceStack hubs J3200A through J3210A with firmware version A.03.07 and earlier, allows unauthorized users to bypass"
hub,hp:advancestack_10base-t_switching_hub_j3204a,hub,1,,non-consumer-vendor,CVE-2002-0250,"Web configuration utility in HP AdvanceStack hubs J3200A through J3210A with firmware version A.03.07 and earlier, allows unauthorized users to bypass"
hub,hp:advancestack_10base-t_switching_hub_j3205a,hub,1,,non-consumer-vendor,CVE-2002-0250,"Web configuration utility in HP AdvanceStack hubs J3200A through J3210A with firmware version A.03.07 and earlier, allows unauthorized users to bypass"
hub,hp:advancestack_10base-t_switching_hub_j3210a,hub,1,,non-consumer-vendor,CVE-2002-0250,"Web configuration utility in HP AdvanceStack hubs J3200A through J3210A with firmware version A.03.07 and earlier, allows unauthorized users to bypass"
hub,belkin:f5d5230-4_4-port_cable_dsl_gateway_router,gateway,1,smartplugs,broad-token,CVE-2002-1431,Belkin F5D5230-4 4-Port Cable/DSL Gateway Router 1.20.000 modifies the source IP address of internal packets to that of the router's external interfac
hub,nortel:802.11_wireless_ip_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2004-0056,"Multiple vulnerabilities in the H.323 protocol implementation for Nortel Networks Business Communications Manager (BCM), Succession 1000 IP Trunk and "
hub,vocaltec:vgw120_telephony_gateway,gateway,1,,broad-token,CVE-2004-2344,Unknown vulnerability in the ASN.1/H.323/H.225 stack of VocalTec VGW120 and VGW480 allows remote attackers to cause a denial of service.
hub,vocaltec:vgw480_telephony_gateway,gateway,1,,broad-token,CVE-2004-2344,Unknown vulnerability in the ASN.1/H.323/H.225 stack of VocalTec VGW120 and VGW480 allows remote attackers to cause a denial of service.
hub,broadcom:bluecoat_security_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2004-2397,"The web-based Management Console in Blue Coat Security Gateway OS 3.0 through 3.1.3.13 and 3.2.1, when importing a private key, stores the key and its"
hub,symantec:gateway_security_460,gateway,1,,broad-token|non-consumer-vendor,CVE-2005-0618,"The SMTP binding function in Symantec Firewall/VPN Appliance 200/200R firmware after 1.5Z and before 1.68, Gateway Security 360/360R and 460/460R firm"
hub,nortel:survivable_remote_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2005-0356,Multiple TCP implementations with Protection Against Wrapped Sequence Numbers (PAWS) with the timestamps option enabled allow remote attackers to caus
hub,d-link:dsa-3100_airspot_gateway,gateway,1,airconditioner|babymonitor|cameras|fans,broad-token|non-consumer-vendor,CVE-2006-2653,Cross-site scripting (XSS) vulnerability in login_error.shtml for D-Link DSA-3100 allows remote attackers to inject arbitrary HTML or web script via a
hub,cisco:physical_access_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2009-1163,Memory leak on the Cisco Physical Access Gateway with software before 1.1 allows remote attackers to cause a denial of service (memory consumption) vi
hub,cisco:spa8000_8-port_ip_telephony_gateway_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2011-2545,"Cross-site scripting (XSS) vulnerability in the SIP implementation on the Cisco SPA8000 and SPA8800 before 6.1.11, SPA2102 and SPA3102 before 5.2.13, "
hub,cisco:spa8000_8-port_ip_telephony_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2011-2545,"Cross-site scripting (XSS) vulnerability in the SIP implementation on the Cisco SPA8000 and SPA8800 before 6.1.11, SPA2102 and SPA3102 before 5.2.13, "
hub,cisco:spa8800_8-port_ip_telephony_gateway_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2011-2545,"Cross-site scripting (XSS) vulnerability in the SIP implementation on the Cisco SPA8000 and SPA8800 before 6.1.11, SPA2102 and SPA3102 before 5.2.13, "
hub,cisco:spa8800_ip_telephony_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2011-2545,"Cross-site scripting (XSS) vulnerability in the SIP implementation on the Cisco SPA8000 and SPA8800 before 6.1.11, SPA2102 and SPA3102 before 5.2.13, "
hub,cisco:spa3102_voice_gateway_with_router_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2011-2545,"Cross-site scripting (XSS) vulnerability in the SIP implementation on the Cisco SPA8000 and SPA8800 before 6.1.11, SPA2102 and SPA3102 before 5.2.13, "
hub,cisco:spa3102_voice_gateway_with_router,gateway,1,,broad-token|non-consumer-vendor,CVE-2011-2545,"Cross-site scripting (XSS) vulnerability in the SIP implementation on the Cisco SPA8000 and SPA8800 before 6.1.11, SPA2102 and SPA3102 before 5.2.13, "
hub,cisco:aironet_bridge_350,bridge,1,,broad-token|non-consumer-vendor,CVE-2012-1350,Cisco IOS 12.3 and 12.4 on Aironet access points allows remote attackers to cause a denial of service (radio-interface input-queue hang) via IAPP 0x32
hub,cisco:dpc3941_wireless_residential_voice_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2016-1325,"The administration interface on Cisco DPC3939B and DPC3941 devices allows remote attackers to obtain sensitive information via a crafted HTTP request,"
hub,technicolor:xfinity_gateway_router_dpc3941t_firmware,gateway,1,,broad-token,CVE-2016-7454,CSRF vulnerability on Technicolor TC dpc3941T (formerly Cisco dpc3941T) devices with firmware dpc3941-P20-18-v303r20421733-160413a-CMCST allows an att
hub,technicolor:xfinity_gateway_router_dpc3941t,gateway,1,,broad-token,CVE-2016-7454,CSRF vulnerability on Technicolor TC dpc3941T (formerly Cisco dpc3941T) devices with firmware dpc3941-P20-18-v303r20421733-160413a-CMCST allows an att
hub,adcon_telemetry:a850_telemetry_gateway_base_station_firmware,gateway,1,,broad-token,CVE-2016-2274,An issue was discovered in Adcon Telemetry A850 Telemetry Gateway Base Station. The Web Interface does not neutralize or incorrectly neutralizes user-
hub,adcon_telemetry:a850_telemetry_gateway_base_station,gateway,1,,broad-token,CVE-2016-2274,An issue was discovered in Adcon Telemetry A850 Telemetry Gateway Base Station. The Web Interface does not neutralize or incorrectly neutralizes user-
hub,tesla:gateway_ecu,gateway,1,ev-charging|home-power,broad-token,CVE-2016-9337,"An issue was discovered in Tesla Motors Model S automobile, all firmware versions before version 7.1 (2.36.31) with web browser functionality enabled."
hub,cisco:rf_gateway_10,gateway,1,,broad-token|non-consumer-vendor,CVE-2017-3881,"A vulnerability in the Cisco Cluster Management Protocol (CMP) processing code in Cisco IOS and Cisco IOS XE Software could allow an unauthenticated, "
hub,sophos:astaro_security_gateway_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2017-6315,Astaro Security Gateway (aka ASG) 7 allows remote attackers to execute arbitrary code via a crafted request to index.plx.
hub,sophos:astaro_security_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2017-6315,Astaro Security Gateway (aka ASG) 7 allows remote attackers to execute arbitrary code via a crafted request to index.plx.
hub,westerndigital:tv_live_hub_firmware,hub,1,streaming,non-consumer-vendor,CVE-2018-1151,The web server on Western Digital TV Media Player 1.03.07 and TV Live Hub 3.12.13 allow unauthenticated remote attackers to execute arbitrary code or 
hub,westerndigital:tv_live_hub,hub,1,streaming,non-consumer-vendor,CVE-2018-1151,The web server on Western Digital TV Media Player 1.03.07 and TV Live Hub 3.12.13 allow unauthenticated remote attackers to execute arbitrary code or 
hub,august:connect_wi-fi_bridge_firmware,bridge,1,cameras|doorlock,broad-token,CVE-2019-17098,"Use of hard-coded cryptographic key vulnerability in August Connect Wi-Fi Bridge App, Connect Firmware allows an attacker to decrypt an intercepted pa"
